source,target
Gary Cooper,Jackie Cooper
Gary Cooper,Jeanne Crain
Gary Cooper,Olivia de Havilland
Gary Cooper,Cecil B. DeMille
Gary Cooper,Kirk Douglas
Gary Cooper,Marie Dressler
Gary Cooper,Irene Dunne
Gary Cooper,Stuart Erwin
Gary Cooper,Joan Fontaine
Gary Cooper,Clark Gable
Gary Cooper,Greta Garbo
Gary Cooper,Cary Grant
Gary Cooper,William Holden
Gary Cooper,Walter Huston
Gary Cooper,Sam Jaffe
Gary Cooper,Hope Lange
Gary Cooper,Charles Laughton
Gary Cooper,Mervyn LeRoy
Gary Cooper,Carole Lombard
Gary Cooper,Victor McLaglen
Gary Cooper,Adolphe Menjou
Gary Cooper,Frank Morgan
Gary Cooper,Mary Pickford
Gary Cooper,Donna Reed
Gary Cooper,Debbie Reynolds
Gary Cooper,George Seaton
Gary Cooper,Norma Shearer
Gary Cooper,George Stevens
Gary Cooper,Lewis Stone
Gary Cooper,Margaret Sullavan
Gary Cooper,Spencer Tracy
Gary Cooper,John Wayne
Gary Cooper,Jane Wyman
Jackie Cooper,Jeanne Crain
Jackie Cooper,Olivia de Havilland
Jackie Cooper,Cecil B. DeMille
Jackie Cooper,Kirk Douglas
Jackie Cooper,Marie Dressler
Jackie Cooper,Irene Dunne
Jackie Cooper,Stuart Erwin
Jackie Cooper,Joan Fontaine
Jackie Cooper,Clark Gable
Jackie Cooper,Greta Garbo
Jackie Cooper,Cary Grant
Jackie Cooper,William Holden
Jackie Cooper,Walter Huston
Jackie Cooper,Sam Jaffe
Jackie Cooper,Hope Lange
Jackie Cooper,Charles Laughton
Jackie Cooper,Mervyn LeRoy
Jackie Cooper,Carole Lombard
Jackie Cooper,Victor McLaglen
Jackie Cooper,Adolphe Menjou
Jackie Cooper,Frank Morgan
Jackie Cooper,Mary Pickford
Jackie Cooper,Donna Reed
Jackie Cooper,Debbie Reynolds
Jackie Cooper,George Seaton
Jackie Cooper,Norma Shearer
Jackie Cooper,George Stevens
Jackie Cooper,Lewis Stone
Jackie Cooper,Margaret Sullavan
Jackie Cooper,Spencer Tracy
Jackie Cooper,John Wayne
Jackie Cooper,Jane Wyman
Jeanne Crain,Olivia de Havilland
Jeanne Crain,Cecil B. DeMille
Jeanne Crain,Kirk Douglas
Jeanne Crain,Marie Dressler
Jeanne Crain,Irene Dunne
Jeanne Crain,Stuart Erwin
Jeanne Crain,Joan Fontaine
Jeanne Crain,Clark Gable
Jeanne Crain,Greta Garbo
Jeanne Crain,Cary Grant
Jeanne Crain,William Holden
Jeanne Crain,Walter Huston
Jeanne Crain,Sam Jaffe
Jeanne Crain,Hope Lange
Jeanne Crain,Charles Laughton
Jeanne Crain,Mervyn LeRoy
Jeanne Crain,Carole Lombard
Jeanne Crain,Victor McLaglen
Jeanne Crain,Adolphe Menjou
Jeanne Crain,Frank Morgan
Jeanne Crain,Mary Pickford
Jeanne Crain,Donna Reed
Jeanne Crain,Debbie Reynolds
Jeanne Crain,George Seaton
Jeanne Crain,Norma Shearer
Jeanne Crain,George Stevens
Jeanne Crain,Lewis Stone
Jeanne Crain,Margaret Sullavan
Jeanne Crain,Spencer Tracy
Jeanne Crain,John Wayne
Jeanne Crain,Jane Wyman
Olivia de Havilland,Cecil B. DeMille
Olivia de Havilland,Kirk Douglas
Olivia de Havilland,Marie Dressler
Olivia de Havilland,Irene Dunne
Olivia de Havilland,Stuart Erwin
Olivia de Havilland,Joan Fontaine
Olivia de Havilland,Clark Gable
Olivia de Havilland,Greta Garbo
Olivia de Havilland,Cary Grant
Olivia de Havilland,William Holden
Olivia de Havilland,Walter Huston
Olivia de Havilland,Sam Jaffe
Olivia de Havilland,Hope Lange
Olivia de Havilland,Charles Laughton
Olivia de Havilland,Mervyn LeRoy
Olivia de Havilland,Carole Lombard
Olivia de Havilland,Victor McLaglen
Olivia de Havilland,Adolphe Menjou
Olivia de Havilland,Frank Morgan
Olivia de Havilland,Mary Pickford
Olivia de Havilland,Donna Reed
Olivia de Havilland,Debbie Reynolds
Olivia de Havilland,George Seaton
Olivia de Havilland,Norma Shearer
Olivia de Havilland,George Stevens
Olivia de Havilland,Lewis Stone
Olivia de Havilland,Margaret Sullavan
Olivia de Havilland,Spencer Tracy
Olivia de Havilland,John Wayne
Olivia de Havilland,Jane Wyman
Cecil B. DeMille,Kirk Douglas
Cecil B. DeMille,Marie Dressler
Cecil B. DeMille,Irene Dunne
Cecil B. DeMille,Stuart Erwin
Cecil B. DeMille,Joan Fontaine
Cecil B. DeMille,Clark Gable
Cecil B. DeMille,Greta Garbo
Cecil B. DeMille,Cary Grant
Cecil B. DeMille,William Holden
Cecil B. DeMille,Walter Huston
Cecil B. DeMille,Sam Jaffe
Cecil B. DeMille,Hope Lange
Cecil B. DeMille,Charles Laughton
Cecil B. DeMille,Mervyn LeRoy
Cecil B. DeMille,Carole Lombard
Cecil B. DeMille,Victor McLaglen
Cecil B. DeMille,Adolphe Menjou
Cecil B. DeMille,Frank Morgan
Cecil B. DeMille,Mary Pickford
Cecil B. DeMille,Donna Reed
Cecil B. DeMille,Debbie Reynolds
Cecil B. DeMille,George Seaton
Cecil B. DeMille,Norma Shearer
Cecil B. DeMille,George Stevens
Cecil B. DeMille,Lewis Stone
Cecil B. DeMille,Margaret Sullavan
Cecil B. DeMille,Spencer Tracy
Cecil B. DeMille,John Wayne
Cecil B. DeMille,Jane Wyman
Kirk Douglas,Marie Dressler
Kirk Douglas,Irene Dunne
Kirk Douglas,Stuart Erwin
Kirk Douglas,Joan Fontaine
Kirk Douglas,Clark Gable
Kirk Douglas,Greta Garbo
Kirk Douglas,Cary Grant
Kirk Douglas,William Holden
Kirk Douglas,Walter Huston
Kirk Douglas,Sam Jaffe
Kirk Douglas,Hope Lange
Kirk Douglas,Charles Laughton
Kirk Douglas,Mervyn LeRoy
Kirk Douglas,Carole Lombard
Kirk Douglas,Victor McLaglen
Kirk Douglas,Adolphe Menjou
Kirk Douglas,Frank Morgan
Kirk Douglas,Mary Pickford
Kirk Douglas,Donna Reed
Kirk Douglas,Debbie Reynolds
Kirk Douglas,George Seaton
Kirk Douglas,Norma Shearer
Kirk Douglas,George Stevens
Kirk Douglas,Lewis Stone
Kirk Douglas,Margaret Sullavan
Kirk Douglas,Spencer Tracy
Kirk Douglas,John Wayne
Kirk Douglas,Jane Wyman
Marie Dressler,Irene Dunne
Marie Dressler,Stuart Erwin
Marie Dressler,Joan Fontaine
Marie Dressler,Clark Gable
Marie Dressler,Greta Garbo
Marie Dressler,Cary Grant
Marie Dressler,William Holden
Marie Dressler,Walter Huston
Marie Dressler,Sam Jaffe
Marie Dressler,Hope Lange
Marie Dressler,Charles Laughton
Marie Dressler,Mervyn LeRoy
Marie Dressler,Carole Lombard
Marie Dressler,Victor McLaglen
Marie Dressler,Adolphe Menjou
Marie Dressler,Frank Morgan
Marie Dressler,Mary Pickford
Marie Dressler,Donna Reed
Marie Dressler,Debbie Reynolds
Marie Dressler,George Seaton
Marie Dressler,Norma Shearer
Marie Dressler,George Stevens
Marie Dressler,Lewis Stone
Marie Dressler,Margaret Sullavan
Marie Dressler,Spencer Tracy
Marie Dressler,John Wayne
Marie Dressler,Jane Wyman
Irene Dunne,Stuart Erwin
Irene Dunne,Joan Fontaine
Irene Dunne,Clark Gable
Irene Dunne,Greta Garbo
Irene Dunne,Cary Grant
Irene Dunne,William Holden
Irene Dunne,Walter Huston
Irene Dunne,Sam Jaffe
Irene Dunne,Hope Lange
Irene Dunne,Charles Laughton
Irene Dunne,Mervyn LeRoy
Irene Dunne,Carole Lombard
Irene Dunne,Victor McLaglen
Irene Dunne,Adolphe Menjou
Irene Dunne,Frank Morgan
Irene Dunne,Mary Pickford
Irene Dunne,Donna Reed
Irene Dunne,Debbie Reynolds
Irene Dunne,George Seaton
Irene Dunne,Norma Shearer
Irene Dunne,George Stevens
Irene Dunne,Lewis Stone
Irene Dunne,Margaret Sullavan
Irene Dunne,Spencer Tracy
Irene Dunne,John Wayne
Irene Dunne,Jane Wyman
Stuart Erwin,Joan Fontaine
Stuart Erwin,Clark Gable
Stuart Erwin,Greta Garbo
Stuart Erwin,Cary Grant
Stuart Erwin,William Holden
Stuart Erwin,Walter Huston
Stuart Erwin,Sam Jaffe
Stuart Erwin,Hope Lange
Stuart Erwin,Charles Laughton
Stuart Erwin,Mervyn LeRoy
Stuart Erwin,Carole Lombard
Stuart Erwin,Victor McLaglen
Stuart Erwin,Adolphe Menjou
Stuart Erwin,Frank Morgan
Stuart Erwin,Mary Pickford
Stuart Erwin,Donna Reed
Stuart Erwin,Debbie Reynolds
Stuart Erwin,George Seaton
Stuart Erwin,Norma Shearer
Stuart Erwin,George Stevens
Stuart Erwin,Lewis Stone
Stuart Erwin,Margaret Sullavan
Stuart Erwin,Spencer Tracy
Stuart Erwin,John Wayne
Stuart Erwin,Jane Wyman
Joan Fontaine,Clark Gable
Joan Fontaine,Greta Garbo
Joan Fontaine,Cary Grant
Joan Fontaine,William Holden
Joan Fontaine,Walter Huston
Joan Fontaine,Sam Jaffe
Joan Fontaine,Hope Lange
Joan Fontaine,Charles Laughton
Joan Fontaine,Mervyn LeRoy
Joan Fontaine,Carole Lombard
Joan Fontaine,Victor McLaglen
Joan Fontaine,Adolphe Menjou
Joan Fontaine,Frank Morgan
Joan Fontaine,Mary Pickford
Joan Fontaine,Donna Reed
Joan Fontaine,Debbie Reynolds
Joan Fontaine,George Seaton
Joan Fontaine,Norma Shearer
Joan Fontaine,George Stevens
Joan Fontaine,Lewis Stone
Joan Fontaine,Margaret Sullavan
Joan Fontaine,Spencer Tracy
Joan Fontaine,John Wayne
Joan Fontaine,Jane Wyman
Clark Gable,Greta Garbo
Clark Gable,Cary Grant
Clark Gable,William Holden
Clark Gable,Walter Huston
Clark Gable,Sam Jaffe
Clark Gable,Hope Lange
Clark Gable,Charles Laughton
Clark Gable,Mervyn LeRoy
Clark Gable,Carole Lombard
Clark Gable,Victor McLaglen
Clark Gable,Adolphe Menjou
Clark Gable,Frank Morgan
Clark Gable,Mary Pickford
Clark Gable,Donna Reed
Clark Gable,Debbie Reynolds
Clark Gable,George Seaton
Clark Gable,Norma Shearer
Clark Gable,George Stevens
Clark Gable,Lewis Stone
Clark Gable,Margaret Sullavan
Clark Gable,Spencer Tracy
Clark Gable,John Wayne
Clark Gable,Jane Wyman
Greta Garbo,Cary Grant
Greta Garbo,William Holden
Greta Garbo,Walter Huston
Greta Garbo,Sam Jaffe
Greta Garbo,Hope Lange
Greta Garbo,Charles Laughton
Greta Garbo,Mervyn LeRoy
Greta Garbo,Carole Lombard
Greta Garbo,Victor McLaglen
Greta Garbo,Adolphe Menjou
Greta Garbo,Frank Morgan
Greta Garbo,Mary Pickford
Greta Garbo,Donna Reed
Greta Garbo,Debbie Reynolds
Greta Garbo,George Seaton
Greta Garbo,Norma Shearer
Greta Garbo,George Stevens
Greta Garbo,Lewis Stone
Greta Garbo,Margaret Sullavan
Greta Garbo,Spencer Tracy
Greta Garbo,John Wayne
Greta Garbo,Jane Wyman
Cary Grant,William Holden
Cary Grant,Walter Huston
Cary Grant,Sam Jaffe
Cary Grant,Hope Lange
Cary Grant,Charles Laughton
Cary Grant,Mervyn LeRoy
Cary Grant,Carole Lombard
Cary Grant,Victor McLaglen
Cary Grant,Adolphe Menjou
Cary Grant,Frank Morgan
Cary Grant,Mary Pickford
Cary Grant,Donna Reed
Cary Grant,Debbie Reynolds
Cary Grant,George Seaton
Cary Grant,Norma Shearer
Cary Grant,George Stevens
Cary Grant,Lewis Stone
Cary Grant,Margaret Sullavan
Cary Grant,Spencer Tracy
Cary Grant,John Wayne
Cary Grant,Jane Wyman
William Holden,Walter Huston
William Holden,Sam Jaffe
William Holden,Hope Lange
William Holden,Charles Laughton
William Holden,Mervyn LeRoy
William Holden,Carole Lombard
William Holden,Victor McLaglen
William Holden,Adolphe Menjou
William Holden,Frank Morgan
William Holden,Mary Pickford
William Holden,Donna Reed
William Holden,Debbie Reynolds
William Holden,George Seaton
William Holden,Norma Shearer
William Holden,George Stevens
William Holden,Lewis Stone
William Holden,Margaret Sullavan
William Holden,Spencer Tracy
William Holden,John Wayne
William Holden,Jane Wyman
Walter Huston,Sam Jaffe
Walter Huston,Hope Lange
Walter Huston,Charles Laughton
Walter Huston,Mervyn LeRoy
Walter Huston,Carole Lombard
Walter Huston,Victor McLaglen
Walter Huston,Adolphe Menjou
Walter Huston,Frank Morgan
Walter Huston,Mary Pickford
Walter Huston,Donna Reed
Walter Huston,Debbie Reynolds
Walter Huston,George Seaton
Walter Huston,Norma Shearer
Walter Huston,George Stevens
Walter Huston,Lewis Stone
Walter Huston,Margaret Sullavan
Walter Huston,Spencer Tracy
Walter Huston,John Wayne
Walter Huston,Jane Wyman
Sam Jaffe,Hope Lange
Sam Jaffe,Charles Laughton
Sam Jaffe,Mervyn LeRoy
Sam Jaffe,Carole Lombard
Sam Jaffe,Victor McLaglen
Sam Jaffe,Adolphe Menjou
Sam Jaffe,Frank Morgan
Sam Jaffe,Mary Pickford
Sam Jaffe,Donna Reed
Sam Jaffe,Debbie Reynolds
Sam Jaffe,George Seaton
Sam Jaffe,Norma Shearer
Sam Jaffe,George Stevens
Sam Jaffe,Lewis Stone
Sam Jaffe,Margaret Sullavan
Sam Jaffe,Spencer Tracy
Sam Jaffe,John Wayne
Sam Jaffe,Jane Wyman
Hope Lange,Charles Laughton
Hope Lange,Mervyn LeRoy
Hope Lange,Carole Lombard
Hope Lange,Victor McLaglen
Hope Lange,Adolphe Menjou
Hope Lange,Frank Morgan
Hope Lange,Mary Pickford
Hope Lange,Donna Reed
Hope Lange,Debbie Reynolds
Hope Lange,George Seaton
Hope Lange,Norma Shearer
Hope Lange,George Stevens
Hope Lange,Lewis Stone
Hope Lange,Margaret Sullavan
Hope Lange,Spencer Tracy
Hope Lange,John Wayne
Hope Lange,Jane Wyman
Charles Laughton,Mervyn LeRoy
Charles Laughton,Carole Lombard
Charles Laughton,Victor McLaglen
Charles Laughton,Adolphe Menjou
Charles Laughton,Frank Morgan
Charles Laughton,Mary Pickford
Charles Laughton,Donna Reed
Charles Laughton,Debbie Reynolds
Charles Laughton,George Seaton
Charles Laughton,Norma Shearer
Charles Laughton,George Stevens
Charles Laughton,Lewis Stone
Charles Laughton,Margaret Sullavan
Charles Laughton,Spencer Tracy
Charles Laughton,John Wayne
Charles Laughton,Jane Wyman
Mervyn LeRoy,Carole Lombard
Mervyn LeRoy,Victor McLaglen
Mervyn LeRoy,Adolphe Menjou
Mervyn LeRoy,Frank Morgan
Mervyn LeRoy,Mary Pickford
Mervyn LeRoy,Donna Reed
Mervyn LeRoy,Debbie Reynolds
Mervyn LeRoy,George Seaton
Mervyn LeRoy,Norma Shearer
Mervyn LeRoy,George Stevens
Mervyn LeRoy,Lewis Stone
Mervyn LeRoy,Margaret Sullavan
Mervyn LeRoy,Spencer Tracy
Mervyn LeRoy,John Wayne
Mervyn LeRoy,Jane Wyman
Carole Lombard,Victor McLaglen
Carole Lombard,Adolphe Menjou
Carole Lombard,Frank Morgan
Carole Lombard,Mary Pickford
Carole Lombard,Donna Reed
Carole Lombard,Debbie Reynolds
Carole Lombard,George Seaton
Carole Lombard,Norma Shearer
Carole Lombard,George Stevens
Carole Lombard,Lewis Stone
Carole Lombard,Margaret Sullavan
Carole Lombard,Spencer Tracy
Carole Lombard,John Wayne
Carole Lombard,Jane Wyman
Victor McLaglen,Adolphe Menjou
Victor McLaglen,Frank Morgan
Victor McLaglen,Mary Pickford
Victor McLaglen,Donna Reed
Victor McLaglen,Debbie Reynolds
Victor McLaglen,George Seaton
Victor McLaglen,Norma Shearer
Victor McLaglen,George Stevens
Victor McLaglen,Lewis Stone
Victor McLaglen,Margaret Sullavan
Victor McLaglen,Spencer Tracy
Victor McLaglen,John Wayne
Victor McLaglen,Jane Wyman
Adolphe Menjou,Frank Morgan
Adolphe Menjou,Mary Pickford
Adolphe Menjou,Donna Reed
Adolphe Menjou,Debbie Reynolds
Adolphe Menjou,George Seaton
Adolphe Menjou,Norma Shearer
Adolphe Menjou,George Stevens
Adolphe Menjou,Lewis Stone
Adolphe Menjou,Margaret Sullavan
Adolphe Menjou,Spencer Tracy
Adolphe Menjou,John Wayne
Adolphe Menjou,Jane Wyman
Frank Morgan,Mary Pickford
Frank Morgan,Donna Reed
Frank Morgan,Debbie Reynolds
Frank Morgan,George Seaton
Frank Morgan,Norma Shearer
Frank Morgan,George Stevens
Frank Morgan,Lewis Stone
Frank Morgan,Margaret Sullavan
Frank Morgan,Spencer Tracy
Frank Morgan,John Wayne
Frank Morgan,Jane Wyman
Mary Pickford,Donna Reed
Mary Pickford,Debbie Reynolds
Mary Pickford,George Seaton
Mary Pickford,Norma Shearer
Mary Pickford,George Stevens
Mary Pickford,Lewis Stone
Mary Pickford,Margaret Sullavan
Mary Pickford,Spencer Tracy
Mary Pickford,John Wayne
Mary Pickford,Jane Wyman
Donna Reed,Debbie Reynolds
Donna Reed,George Seaton
Donna Reed,Norma Shearer
Donna Reed,George Stevens
Donna Reed,Lewis Stone
Donna Reed,Margaret Sullavan
Donna Reed,Spencer Tracy
Donna Reed,John Wayne
Donna Reed,Jane Wyman
Debbie Reynolds,George Seaton
Debbie Reynolds,Norma Shearer
Debbie Reynolds,George Stevens
Debbie Reynolds,Lewis Stone
Debbie Reynolds,Margaret Sullavan
Debbie Reynolds,Spencer Tracy
Debbie Reynolds,John Wayne
Debbie Reynolds,Jane Wyman
George Seaton,Norma Shearer
George Seaton,George Stevens
George Seaton,Lewis Stone
George Seaton,Margaret Sullavan
George Seaton,Spencer Tracy
George Seaton,John Wayne
George Seaton,Jane Wyman
Norma Shearer,George Stevens
Norma Shearer,Lewis Stone
Norma Shearer,Margaret Sullavan
Norma Shearer,Spencer Tracy
Norma Shearer,John Wayne
Norma Shearer,Jane Wyman
George Stevens,Lewis Stone
George Stevens,Margaret Sullavan
George Stevens,Spencer Tracy
George Stevens,John Wayne
George Stevens,Jane Wyman
Lewis Stone,Margaret Sullavan
Lewis Stone,Spencer Tracy
Lewis Stone,John Wayne
Lewis Stone,Jane Wyman
Margaret Sullavan,Spencer Tracy
Margaret Sullavan,John Wayne
Margaret Sullavan,Jane Wyman
Spencer Tracy,John Wayne
Spencer Tracy,Jane Wyman
John Wayne,Jane Wyman
Henry Fonda,William Dieterle
Forest Whitaker,Robert De Niro
Susan Sarandon,Mildred Dunnock
Emil Jannings,Gary Cooper
Emil Jannings,Lewis Milestone
Gary Cooper,Lewis Milestone
Henry Fonda,Eileen Brennan
Henry Fonda,Susan Sarandon
Eileen Brennan,Susan Sarandon
Eve Arden,Brian Donlevy
Richard Jenkins,Diane Keaton
Richard Jenkins,Kevin Kline
Richard Jenkins,Sam Shepard
Richard Jenkins,Dianne Wiest
Diane Keaton,Kevin Kline
Diane Keaton,Sam Shepard
Diane Keaton,Dianne Wiest
Kevin Kline,Sam Shepard
Kevin Kline,Dianne Wiest
Sam Shepard,Dianne Wiest
Victor McLaglen,Brian Donlevy
Robert Duvall,Klaus Maria Brandauer
Miriam Hopkins,Ray Milland
Christopher Walken,Virginia Madsen
Christopher Walken,Viggo Mortensen
Christopher Walken,Eric Roberts
Virginia Madsen,Viggo Mortensen
Virginia Madsen,Eric Roberts
Viggo Mortensen,Eric Roberts
Humphrey Bogart,Susan Peters
Mischa Auer,Lila Kedrova
Roland Young,Lewis Milestone
Alan Alda,Ann-Margret
Alan Alda,Alan Alda
Ann-Margret,Alan Alda
Jamie Foxx,Christoph Waltz
Jamie Foxx,Leonardo DiCaprio
Jamie Foxx,Samuel L. Jackson
Jamie Foxx,Quentin Tarantino
Christoph Waltz,Leonardo DiCaprio
Christoph Waltz,Samuel L. Jackson
Christoph Waltz,Quentin Tarantino
Leonardo DiCaprio,Samuel L. Jackson
Leonardo DiCaprio,Quentin Tarantino
Samuel L. Jackson,Quentin Tarantino
Ronald Colman,Ginger Rogers
Ronald Colman,Spring Byington
Ronald Colman,Lewis Milestone
Ginger Rogers,Spring Byington
Ginger Rogers,Lewis Milestone
Spring Byington,Lewis Milestone
Jennifer Connelly,Ed Harris
Jennifer Connelly,Greg Kinnear
Jennifer Connelly,Marisa Tomei
Ed Harris,Greg Kinnear
Ed Harris,Marisa Tomei
Greg Kinnear,Marisa Tomei
Ronald Colman,Lewis Milestone
Anthony Quinn,Edward Dmytryk
Anthony Quinn,Edward Dmytryk
J. Carrol Naish,Robert Ryan
J. Carrol Naish,Edward Dmytryk
Robert Ryan,Edward Dmytryk
Chester Morris,Edward Dmytryk
Robert Morley,Theodore Bikel
Robert Morley,Lewis Milestone
Theodore Bikel,Lewis Milestone
Eddie Albert,Dan O'Herlihy
Loretta Young,Herbert Brenon
Bonita Granville,Edward Dmytryk
John Travolta,Salma Hayek
John Travolta,Demián Bichir
John Travolta,Oliver Stone
Salma Hayek,Demián Bichir
Salma Hayek,Oliver Stone
Demián Bichir,Oliver Stone
Akim Tamiroff,Lewis Milestone
Al Pacino,Jessica Chastain
Al Pacino,Estelle Parsons
Al Pacino,Al Pacino
Jessica Chastain,Estelle Parsons
Jessica Chastain,Al Pacino
Estelle Parsons,Al Pacino
Charlize Theron,Jason Reitman
Julianne Moore,Woody Harrelson
Julianne Moore,Ed Harris
Woody Harrelson,Ed Harris
Jean Dujardin,Bérénice Bejo
Jean Dujardin,James Cromwell
Jean Dujardin,Michel Hazanavicius
Bérénice Bejo,James Cromwell
Bérénice Bejo,Michel Hazanavicius
James Cromwell,Michel Hazanavicius
Catherine Zeta-Jones,Uma Thurman
Joan Blondell,Adolphe Menjou
Joan Blondell,William Gargan
Adolphe Menjou,William Gargan
Ruth Hussey,Judith Anderson
Shirley Jones,Gig Young
Shirley Jones,Red Buttons
Shirley Jones,Carolyn Jones
Gig Young,Red Buttons
Gig Young,Carolyn Jones
Red Buttons,Carolyn Jones
Ann-Margret,Anthony Franciosa
Terence Stamp,Robert Vaughn
Jessica Tandy,Glynis Johns
Gloria Swanson,Lewis Milestone
Daniel Day-Lewis,Sally Field
Daniel Day-Lewis,David Strathairn
Daniel Day-Lewis,Hal Holbrook
Daniel Day-Lewis,Tommy Lee Jones
Daniel Day-Lewis,Adam Driver
Daniel Day-Lewis,Jackie Earle Haley
Daniel Day-Lewis,Steven Spielberg
Sally Field,David Strathairn
Sally Field,Hal Holbrook
Sally Field,Tommy Lee Jones
Sally Field,Adam Driver
Sally Field,Jackie Earle Haley
Sally Field,Steven Spielberg
David Strathairn,Hal Holbrook
David Strathairn,Tommy Lee Jones
David Strathairn,Adam Driver
David Strathairn,Jackie Earle Haley
David Strathairn,Steven Spielberg
Hal Holbrook,Tommy Lee Jones
Hal Holbrook,Adam Driver
Hal Holbrook,Jackie Earle Haley
Hal Holbrook,Steven Spielberg
Tommy Lee Jones,Adam Driver
Tommy Lee Jones,Jackie Earle Haley
Tommy Lee Jones,Steven Spielberg
Adam Driver,Jackie Earle Haley
Adam Driver,Steven Spielberg
Jackie Earle Haley,Steven Spielberg
Emil Jannings,Ernst Lubitsch
Paul Giamatti,Samantha Morton
Paul Giamatti,Juliette Binoche
Samantha Morton,Juliette Binoche
Woody Allen,Alec Baldwin
Woody Allen,Roberto Benigni
Woody Allen,Penélope Cruz
Woody Allen,Judy Davis
Woody Allen,Jesse Eisenberg
Woody Allen,Greta Gerwig
Woody Allen,Woody Allen
Alec Baldwin,Roberto Benigni
Alec Baldwin,Penélope Cruz
Alec Baldwin,Judy Davis
Alec Baldwin,Jesse Eisenberg
Alec Baldwin,Greta Gerwig
Alec Baldwin,Woody Allen
Roberto Benigni,Penélope Cruz
Roberto Benigni,Judy Davis
Roberto Benigni,Jesse Eisenberg
Roberto Benigni,Greta Gerwig
Roberto Benigni,Woody Allen
Penélope Cruz,Judy Davis
Penélope Cruz,Jesse Eisenberg
Penélope Cruz,Greta Gerwig
Penélope Cruz,Woody Allen
Judy Davis,Jesse Eisenberg
Judy Davis,Greta Gerwig
Judy Davis,Woody Allen
Jesse Eisenberg,Greta Gerwig
Jesse Eisenberg,Woody Allen
Greta Gerwig,Woody Allen
Martin Landau,Ellen Burstyn
Michael Fassbender,Charlize Theron
Michael Fassbender,Ridley Scott
Charlize Theron,Ridley Scott
Janet Leigh,Shelley Winters
Janet Leigh,Martha Hyer
Shelley Winters,Martha Hyer
Telly Savalas,George Segal
Susan Sarandon,Tim Roth
Monty Woolley,Anthony Quinn
Colin Firth,Stanley Tucci
Colin Firth,Tom Courtenay
Colin Firth,Cloris Leachman
Stanley Tucci,Tom Courtenay
Stanley Tucci,Cloris Leachman
Tom Courtenay,Cloris Leachman
Eleanor Parker,Gig Young
Jennifer Connelly,Charles Durning
Bruce Davison,Jesse Eisenberg
George Chakiris,Denholm Elliott
Anna Kendrick,Casey Affleck
Bessie Love,Joseph Schildkraut
Bessie Love,Donald Crisp
Joseph Schildkraut,Donald Crisp
Alice Brady,George Stevens
Ray Milland,Ernest Borgnine
Ray Milland,Nina Foch
Ray Milland,Dean Jagger
Ernest Borgnine,Nina Foch
Ernest Borgnine,Dean Jagger
Nina Foch,Dean Jagger
Anne Baxter,Edmund Gwenn
Lee Marvin,Edward Dmytryk
Theodore Bikel,Edward Dmytryk
Loretta Young,Jeff Chandler
Seymour Cassel,Alfre Woodard
Ingrid Bergman,Ingmar Bergman
Victor McLaglen,Gloria Stuart
Michael Shannon,Jessica Chastain
