source,target
Viola Davis,Jessica Chastain
Viola Davis,Allison Janney
Viola Davis,Sissy Spacek
Viola Davis,Cicely Tyson
Viola Davis,Mary Steenburgen
Octavia Spencer,Jessica Chastain
Octavia Spencer,Allison Janney
Octavia Spencer,Sissy Spacek
Octavia Spencer,Cicely Tyson
Octavia Spencer,Mary Steenburgen
Jessica Chastain,Allison Janney
Jessica Chastain,Sissy Spacek
Jessica Chastain,Cicely Tyson
Jessica Chastain,Mary Steenburgen
Allison Janney,Sissy Spacek
Allison Janney,Cicely Tyson
Allison Janney,Mary Steenburgen
Sissy Spacek,Cicely Tyson
Sissy Spacek,Mary Steenburgen
Cicely Tyson,Mary Steenburgen
Rachel McAdams,Jessica Lange
Jim Broadbent,Imelda Staunton
Jim Broadbent,Laura Linney
Imelda Staunton,Laura Linney
Peter Sellers,Lila Kedrova
Adolphe Menjou,Andrea Leeds
Adolphe Menjou,Eve Arden
Andrea Leeds,Eve Arden
Elia Kazan,Martin Scorsese
Elia Kazan,Martin Scorsese
Martin Scorsese,Martin Scorsese
Bruce Dern,David Paymer
Bruce Dern,Francis Ford Coppola
David Paymer,Francis Ford Coppola
Donna Reed,Dan Dailey
Dean Jagger,Chill Wills
Rosalind Russell,Ray Milland
Rosalind Russell,Edmund Gwenn
Ray Milland,Edmund Gwenn
Larry Parks,Una Merkel
Janet Leigh,Louis Calhern
Janet Leigh,Gene Lockhart
Louis Calhern,Gene Lockhart
Walter Pidgeon,David Niven
Walter Pidgeon,Dan O'Herlihy
David Niven,Dan O'Herlihy
Eleanor Parker,Una Merkel
Edna May Oliver,Billie Burke
Wallace Beery,Frank Lloyd
Ann Sothern,Lew Ayres
Don Ameche,Martha Hyer
Broderick Crawford,Claire Trevor
Susan Peters,Margaret Wycherly
Orson Welles,Mickey Rooney
Orson Welles,Orson Welles
Mickey Rooney,Orson Welles
Lawrence Tibbett,Roland Young
Denzel Washington,Vera Farmiga
Denzel Washington,Sam Shepard
Vera Farmiga,Sam Shepard
Jessica Lange,Charles Durning
Jessica Lange,Tess Harper
Jessica Lange,Patricia Arquette
Jessica Lange,Sam Shepard
Charles Durning,Tess Harper
Charles Durning,Patricia Arquette
Charles Durning,Sam Shepard
Tess Harper,Patricia Arquette
Tess Harper,Sam Shepard
Patricia Arquette,Sam Shepard
Halle Berry,Abigail Breslin
Halle Berry,Robert De Niro
Halle Berry,Michelle Pfeiffer
Halle Berry,Hilary Swank
Halle Berry,John Lithgow
Abigail Breslin,Robert De Niro
Abigail Breslin,Michelle Pfeiffer
Abigail Breslin,Hilary Swank
Abigail Breslin,John Lithgow
Robert De Niro,Michelle Pfeiffer
Robert De Niro,Hilary Swank
Robert De Niro,John Lithgow
Michelle Pfeiffer,Hilary Swank
Michelle Pfeiffer,John Lithgow
Hilary Swank,John Lithgow
John Hurt,Helen Mirren
Ralph Bellamy,Melvyn Douglas
Humphrey Bogart,John Garfield
Charles Coburn,Wendy Hiller
Charles Coburn,Michael Caine
Wendy Hiller,Michael Caine
Vittorio De Sica,Maurice Chevalier
Anouk Aimée,David Niven
Anouk Aimée,Simone Signoret
Anouk Aimée,Valentina Cortese
Anouk Aimée,Walter Pidgeon
David Niven,Simone Signoret
David Niven,Valentina Cortese
David Niven,Walter Pidgeon
Simone Signoret,Valentina Cortese
Simone Signoret,Walter Pidgeon
Valentina Cortese,Walter Pidgeon
Lee J. Cobb,Valentina Cortese
Anthony Franciosa,Betsy Blair
Rod Steiger,Shelley Winters
Rod Steiger,Paulette Goddard
Shelley Winters,Paulette Goddard
Rock Hudson,Ellen Corby
Meryl Streep,George Miller
Meryl Streep,Jack Gilford
Meryl Streep,Juanita Moore
George Miller,Jack Gilford
George Miller,Juanita Moore
Jack Gilford,Juanita Moore
Edmond O'Brien,Dean Jagger
Edmond O'Brien,Barry Fitzgerald
Edmond O'Brien,Gladys George
Barry Fitzgerald,Gladys George
Jessica Lange,Elisabeth Shue
Jessica Lange,Bob Hoskins
Elisabeth Shue,Bob Hoskins
Betty Compson,Wallace Beery
Corinne Griffith,Clark Gable
Antonio Banderas,Pedro Almodóvar
Warner Baxter,Paul Lukas
Emil Jannings,Ruth Chatterton
Emil Jannings,Jean Arthur
Ruth Chatterton,Jean Arthur
Bing Crosby,Debbie Reynolds
Rod Steiger,Sally Kirkland
Andrea Leeds,Walter Brennan
Andrea Leeds,Marjorie Main
Walter Brennan,Marjorie Main
Jake Gyllenhaal,Forest Whitaker
Jake Gyllenhaal,Naomie Harris
Jake Gyllenhaal,Rachel McAdams
Forest Whitaker,Naomie Harris
Forest Whitaker,Rachel McAdams
Naomie Harris,Rachel McAdams
Burt Reynolds,Gary Busey
Charlotte Rampling,Alan Bates
Charlotte Rampling,Michael Cacoyannis
Alan Bates,Michael Cacoyannis
Diana Scarwid,Rooney Mara
Glenn Close,Janet McTeer
Glenn Close,Pauline Collins
Glenn Close,Brenda Fricker
Janet McTeer,Pauline Collins
Janet McTeer,Brenda Fricker
Pauline Collins,Brenda Fricker
Ann Harding,Frank Lloyd
Carrie Snodgress,Margaret Avery
Jessica Chastain,Chazz Palminteri
James Woods,James Caan
James Woods,Anne Hathaway
James Caan,Anne Hathaway
Bessie Love,Donald Crisp
Amy Adams,Robert Downey Jr.
Amy Adams,James Franco
Amy Adams,James Cameron
Amy Adams,Allison Janney
Amy Adams,Melissa McCarthy
Amy Adams,Octavia Spencer
Amy Adams,Lorraine Bracco
Robert Downey Jr.,James Franco
Robert Downey Jr.,James Cameron
Robert Downey Jr.,Allison Janney
Robert Downey Jr.,Melissa McCarthy
Robert Downey Jr.,Octavia Spencer
Robert Downey Jr.,Lorraine Bracco
James Franco,James Cameron
James Franco,Allison Janney
James Franco,Melissa McCarthy
James Franco,Octavia Spencer
James Franco,Lorraine Bracco
James Cameron,Allison Janney
James Cameron,Melissa McCarthy
James Cameron,Octavia Spencer
James Cameron,Lorraine Bracco
Allison Janney,Melissa McCarthy
Allison Janney,Octavia Spencer
Allison Janney,Lorraine Bracco
Melissa McCarthy,Octavia Spencer
Melissa McCarthy,Lorraine Bracco
Octavia Spencer,Lorraine Bracco
Monty Woolley,Cornel Wilde
Monty Woolley,Sara Allgood
Monty Woolley,William Demarest
Cornel Wilde,Sara Allgood
Cornel Wilde,William Demarest
Sara Allgood,William Demarest
Lana Turner,Monty Woolley
Gérard Depardieu,Catherine Deneuve
Leonardo DiCaprio,Naomi Watts
Leonardo DiCaprio,Judi Dench
Leonardo DiCaprio,Adam Driver
Leonardo DiCaprio,Clint Eastwood
Naomi Watts,Judi Dench
Naomi Watts,Adam Driver
Naomi Watts,Clint Eastwood
Judi Dench,Adam Driver
Judi Dench,Clint Eastwood
Adam Driver,Clint Eastwood
William Powell,Luise Rainer
William Powell,Frank Morgan
William Powell,Henry Travers
William Powell,Robert Z. Leonard
Luise Rainer,Frank Morgan
Luise Rainer,Henry Travers
Luise Rainer,Robert Z. Leonard
Frank Morgan,Henry Travers
Frank Morgan,Robert Z. Leonard
Henry Travers,Robert Z. Leonard
Adrien Brody,Marcia Gay Harden
Adrien Brody,Bryan Cranston
Adrien Brody,James Caan
Marcia Gay Harden,Bryan Cranston
Marcia Gay Harden,James Caan
Bryan Cranston,James Caan
Jane Fonda,Catherine Keener
Jane Fonda,Bruce Beresford
Catherine Keener,Bruce Beresford
Ryan Gosling,Carey Mulligan
Ryan Gosling,Bryan Cranston
Ryan Gosling,Albert Brooks
Carey Mulligan,Bryan Cranston
Carey Mulligan,Albert Brooks
Bryan Cranston,Albert Brooks
Michael Douglas,Kathleen Turner
Sandra Bullock,George Clooney
Sandra Bullock,Ed Harris
Sandra Bullock,Alfonso Cuarón
George Clooney,Ed Harris
George Clooney,Alfonso Cuarón
Ed Harris,Alfonso Cuarón
Matt Damon,Jodie Foster
James Mason,Jeff Bridges
James Mason,Burgess Meredith
James Mason,Broderick Crawford
James Mason,Burgess Meredith
Jeff Bridges,Burgess Meredith
Jeff Bridges,Broderick Crawford
Jeff Bridges,Burgess Meredith
Burgess Meredith,Broderick Crawford
Burgess Meredith,Burgess Meredith
Broderick Crawford,Burgess Meredith
Paul Scofield,Frank Finlay
Paul Scofield,Colin Firth
Frank Finlay,Colin Firth
Lee Grant,Bruce Davison
Tony Curtis,Sal Mineo
Rosamund Pike,Ralph Fiennes
Rosamund Pike,Liam Neeson
Ralph Fiennes,Liam Neeson
Harvey Keitel,Lorraine Bracco
Harvey Keitel,Lina Wertmüller
Lorraine Bracco,Lina Wertmüller
Frank Morgan,Edna May Oliver
Frank Morgan,W. S. Van Dyke
Edna May Oliver,W. S. Van Dyke
William Bendix,Richard Jaeckel
Fredric March,Agnes Moorehead
Pete Postlethwaite,Rachel Griffiths
Rex Harrison,Rosemary Harris
Jack Oakie,King Vidor
Meryl Streep,Jim Broadbent
Meryl Streep,Olivia Colman
Meryl Streep,Richard E. Grant
Jim Broadbent,Olivia Colman
Jim Broadbent,Richard E. Grant
Olivia Colman,Richard E. Grant
Ben Kingsley,John C. Reilly
Ben Kingsley,Edward Norton
John C. Reilly,Edward Norton
Tom Hanks,Sandra Bullock
Tom Hanks,Max von Sydow
Tom Hanks,Viola Davis
Tom Hanks,Stephen Daldry
Sandra Bullock,Max von Sydow
Sandra Bullock,Viola Davis
Sandra Bullock,Stephen Daldry
Max von Sydow,Viola Davis
Max von Sydow,Stephen Daldry
Viola Davis,Stephen Daldry
Antonio Banderas,Sam Elliott
Marjorie Main,Arthur Hunnicutt
Marjorie Main,Una Merkel
Arthur Hunnicutt,Una Merkel
Michael Shannon,Winona Ryder
Michael Shannon,James Franco
Winona Ryder,James Franco
Elisabeth Bergner,Raymond Massey
Richard Attenborough,Hermione Baddeley
Lew Ayres,Lionel Barrymore
Lew Ayres,Gene Lockhart
Lionel Barrymore,Gene Lockhart
Bessie Love,May Robson
Alice Brady,Franchot Tone
Ben Kingsley,Mike Leigh
Ellen Burstyn,Thomas Haden Church
Ellen Burstyn,George Kennedy
Ellen Burstyn,Diana Scarwid
Thomas Haden Church,George Kennedy
Thomas Haden Church,Diana Scarwid
George Kennedy,Diana Scarwid
Lesley Manville,Brenda Blethyn
Lesley Manville,Mike Leigh
Brenda Blethyn,Mike Leigh
Ray Milland,William A. Wellman
William Holden,Edward Dmytryk
Mary Astor,Gloria Grahame
Mary Astor,Jessica Tandy
Mary Astor,Hume Cronyn
Gloria Grahame,Jessica Tandy
Gloria Grahame,Hume Cronyn
Jessica Tandy,Hume Cronyn
Trevor Howard,Dorothy Dandridge
James Coburn,Dorothy Dandridge
James Coburn,Joe Mantell
Dorothy Dandridge,Joe Mantell
William Powell,Carole Lombard
Tom Berenger,Lena Olin
Carole Lombard,Gregory La Cava
Jane Darwell,Norman Taurog
Edna May Oliver,George Sanders
Edna May Oliver,May Robson
Edna May Oliver,H. B. Warner
George Sanders,May Robson
George Sanders,H. B. Warner
May Robson,H. B. Warner
Lauren Bacall,Ingrid Bergman
Lauren Bacall,Humphrey Bogart
Lauren Bacall,Gary Cooper
Lauren Bacall,Henry Fonda
Lauren Bacall,Rosalind Russell
Lauren Bacall,Lana Turner
Lauren Bacall,John Wayne
Ingrid Bergman,Humphrey Bogart
Ingrid Bergman,Gary Cooper
Ingrid Bergman,Henry Fonda
Ingrid Bergman,Rosalind Russell
Ingrid Bergman,Lana Turner
Ingrid Bergman,John Wayne
Humphrey Bogart,Gary Cooper
Humphrey Bogart,Henry Fonda
Humphrey Bogart,Rosalind Russell
Humphrey Bogart,Lana Turner
Humphrey Bogart,John Wayne
Gary Cooper,Henry Fonda
Gary Cooper,Rosalind Russell
Gary Cooper,Lana Turner
Gary Cooper,John Wayne
Henry Fonda,Rosalind Russell
Henry Fonda,Lana Turner
Henry Fonda,John Wayne
Rosalind Russell,Lana Turner
Rosalind Russell,John Wayne
Lana Turner,John Wayne
Tom Hardy,Gary Oldman
Tom Hardy,Jessica Chastain
Gary Oldman,Jessica Chastain
Anjelica Huston,Richard E. Grant
Carole Lombard,Charles Laughton
Carole Lombard,Charles Bickford
Charles Laughton,Charles Bickford
Steve Carell,Nick Nolte
George C. Scott,Timothy Hutton
George C. Scott,Sean Penn
George C. Scott,Tom Cruise
Timothy Hutton,Sean Penn
Timothy Hutton,Tom Cruise
Sean Penn,Tom Cruise
Stuart Whitman,Janet Leigh
Jennifer Tilly,Brad Dourif
Jennifer Tilly,Brad Dourif
John Travolta,Gwyneth Paltrow
Naomi Watts,Sissy Spacek
Burt Young,Gloria Stuart
George C. Scott,Brad Dourif
George C. Scott,Samuel L. Jackson
Brad Dourif,Samuel L. Jackson
Whoopi Goldberg,Carol Kane
Whoopi Goldberg,Jonathan Pryce
Carol Kane,Jonathan Pryce
Nancy Carroll,Louis Calhern
Jodie Foster,Kate Winslet
Jodie Foster,Christoph Waltz
Jodie Foster,John C. Reilly
Jodie Foster,Roman Polanski
Jodie Foster,Roman Polanski
Kate Winslet,Christoph Waltz
Kate Winslet,John C. Reilly
Kate Winslet,Roman Polanski
Kate Winslet,Roman Polanski
Christoph Waltz,John C. Reilly
Christoph Waltz,Roman Polanski
Christoph Waltz,Roman Polanski
John C. Reilly,Roman Polanski
John C. Reilly,Roman Polanski
Roman Polanski,Roman Polanski
Martin Scorsese,Martin Scorsese
Leonardo DiCaprio,Carey Mulligan
Gérard Depardieu,Ang Lee
Colin Firth,Keira Knightley
Ed Harris,Amy Madigan
Ed Harris,Greg Kinnear
Amy Madigan,Greg Kinnear
Felicity Jones,Jennifer Lawrence
Edmund Gwenn,Robert Donat
Ava Gardner,Edmund Gwenn
Warner Baxter,Jack Oakie
Warner Baxter,Jane Wyman
Jack Oakie,Jane Wyman
Jack Oakie,Ann Blyth
Jack Oakie,Ann Blyth
Jack Oakie,Thomas Gomez
Ann Blyth,Thomas Gomez
Eve Arden,Thomas Gomez
John Dall,Margaret Wycherly
Ann Sothern,Curtis Hanson
Merle Oberon,Paul Lukas
Richard Barthelmess,Frank Lloyd
Eve Arden,Walter Brennan
Ann Blyth,Cecil B. DeMille
Kristin Scott Thomas,Lasse Hallström
Walter Huston,William A. Wellman
William Bendix,John Farrow
Joan Lorring,Akim Tamiroff
Joan Lorring,Shelley Winters
Akim Tamiroff,Shelley Winters
Ryan Gosling,George Clooney
Ryan Gosling,Philip Seymour Hoffman
Ryan Gosling,Paul Giamatti
Ryan Gosling,Marisa Tomei
Ryan Gosling,George Clooney
George Clooney,Philip Seymour Hoffman
George Clooney,Paul Giamatti
George Clooney,Marisa Tomei
George Clooney,George Clooney
Philip Seymour Hoffman,Paul Giamatti
Philip Seymour Hoffman,Marisa Tomei
Philip Seymour Hoffman,George Clooney
Paul Giamatti,Marisa Tomei
Paul Giamatti,George Clooney
Marisa Tomei,George Clooney
Anthony Quinn,Anne Bancroft
Regina King,Kathleen Turner
Brad Pitt,Richard Jenkins
Brad Pitt,Sam Shepard
Richard Jenkins,Sam Shepard
Anjelica Huston,Rosamund Pike
Anjelica Huston,Dianne Wiest
Anjelica Huston,June Squibb
Rosamund Pike,Dianne Wiest
Rosamund Pike,June Squibb
Dianne Wiest,June Squibb
Fredric March,Margaret Sullavan
Fredric March,Erich von Stroheim
Margaret Sullavan,Erich von Stroheim
Stanley Holloway,Anatole Litvak
Claire Trevor,Stuart Erwin
James Gleason,Dame May Whitty
Claude Rains,Helen Hayes
Charles Coburn,Janet Leigh
Geraldine Page,Angela Lansbury
Geraldine Page,Delbert Mann
Angela Lansbury,Delbert Mann
Christopher Nolan,Tim Roth
Christopher Nolan,John Singleton
Christopher Nolan,Debbie Reynolds
Tim Roth,John Singleton
Tim Roth,Debbie Reynolds
John Singleton,Debbie Reynolds
Otto Preminger,Bing Crosby
Otto Preminger,Doris Day
Bing Crosby,Doris Day
Debbie Reynolds,Jane Darwell
Burt Lancaster,Kate Nelligan
Mickey Rooney,Louise Dresser
Janet Suzman,Ben Kingsley
Michael Fassbender,Carey Mulligan
Ginger Rogers,William Holden
Ginger Rogers,James Gleason
Ginger Rogers,Marjorie Rambeau
William Holden,James Gleason
William Holden,Marjorie Rambeau
James Gleason,Marjorie Rambeau
Charlton Heston,Mildred Dunnock
Charlton Heston,Marjorie Rambeau
Mildred Dunnock,Marjorie Rambeau
Jeanne Crain,Basil Rathbone
Humphrey Bogart,Gene Lockhart
Dorothy Malone,Lee Marvin
Cornel Wilde,Donna Reed
Cornel Wilde,Leo Genn
Donna Reed,Leo Genn
Marjorie Main,Harry Beaumont
Jennifer Lawrence,Woody Harrelson
Jennifer Lawrence,Stanley Tucci
Woody Harrelson,Stanley Tucci
Betty Compson,Alfred Hitchcock
Sylvia Sidney,Melvyn Douglas
Sylvia Sidney,Brian Donlevy
Melvyn Douglas,Brian Donlevy
Michael O'Keefe,Peter Fonda
Michael O'Keefe,James Woods
Peter Fonda,James Woods
Laurence Olivier,Elsa Lanchester
Diana Wynyard,Billie Burke
Gary Cooper,Jane Darwell
Red Buttons,Arthur O'Connell
Charles Coburn,Lucile Watson
Tom Hanks,Halle Berry
Tom Hanks,Jim Broadbent
Tom Hanks,Susan Sarandon
Halle Berry,Jim Broadbent
Halle Berry,Susan Sarandon
Jim Broadbent,Susan Sarandon
Eric Roberts,Mickey Rourke
Vanessa Redgrave,Rod Steiger
Donald Crisp,J. Carrol Naish
Mary Astor,Louis Calhern
Loretta Young,William Bendix
Loretta Young,John Farrow
William Bendix,John Farrow
Ray Milland,John Farrow
Paul Giamatti,Catherine Zeta-Jones
Paul Giamatti,Mary J. Blige
Paul Giamatti,Alec Baldwin
Paul Giamatti,Tom Cruise
Paul Giamatti,Bryan Cranston
Catherine Zeta-Jones,Mary J. Blige
Catherine Zeta-Jones,Alec Baldwin
Catherine Zeta-Jones,Tom Cruise
Catherine Zeta-Jones,Bryan Cranston
Mary J. Blige,Alec Baldwin
Mary J. Blige,Tom Cruise
Mary J. Blige,Bryan Cranston
Alec Baldwin,Tom Cruise
Alec Baldwin,Bryan Cranston
Tom Cruise,Bryan Cranston
Loretta Young,Ted Wilde
Lee Remick,Richard Attenborough
Lee Remick,Ian Holm
Richard Attenborough,Ian Holm
Warner Baxter,Walter Pidgeon
Amy Adams,Michael Shannon
Amy Adams,Kevin Costner
Amy Adams,Diane Lane
Amy Adams,Laurence Fishburne
Amy Adams,Russell Crowe
Michael Shannon,Kevin Costner
Michael Shannon,Diane Lane
Michael Shannon,Laurence Fishburne
Michael Shannon,Russell Crowe
Kevin Costner,Diane Lane
Kevin Costner,Laurence Fishburne
Kevin Costner,Russell Crowe
Diane Lane,Laurence Fishburne
Diane Lane,Russell Crowe
Laurence Fishburne,Russell Crowe
Richard E. Grant,Denholm Elliott
Gary Oldman,Benedict Cumberbatch
Gary Oldman,Colin Firth
Gary Oldman,Tom Hardy
Gary Oldman,John Hurt
Benedict Cumberbatch,Colin Firth
Benedict Cumberbatch,Tom Hardy
Benedict Cumberbatch,John Hurt
Colin Firth,Tom Hardy
Colin Firth,John Hurt
Tom Hardy,John Hurt
Ruth Chatterton,Leo Genn
Carole Lombard,W. S. Van Dyke
Richard Barthelmess,Jack Oakie
James Cagney,Barbara Stanwyck
James Cagney,Walter Pidgeon
Barbara Stanwyck,Walter Pidgeon
Debbie Reynolds,Mervyn LeRoy
Robert Mitchum,Brenda Vaccaro
Spencer Tracy,Sam Wood
Juliette Binoche,Al Pacino
Vera Farmiga,James Caan
Robert Duvall,Melissa Leo
Edward Norton,Bill Murray
Edward Norton,Frances McDormand
Edward Norton,Tilda Swinton
Edward Norton,Harvey Keitel
Edward Norton,Wes Anderson
Bill Murray,Frances McDormand
Bill Murray,Tilda Swinton
Bill Murray,Harvey Keitel
Bill Murray,Wes Anderson
Frances McDormand,Tilda Swinton
Frances McDormand,Harvey Keitel
Frances McDormand,Wes Anderson
Tilda Swinton,Harvey Keitel
Tilda Swinton,Wes Anderson
Harvey Keitel,Wes Anderson
John C. Reilly,Robert Loggia
Olivia de Havilland,Alice Brady
Olivia de Havilland,Roland Young
Olivia de Havilland,Bonita Granville
Olivia de Havilland,Peggy Wood
Alice Brady,Roland Young
Alice Brady,Bonita Granville
Alice Brady,Peggy Wood
Roland Young,Bonita Granville
Roland Young,Peggy Wood
Bonita Granville,Peggy Wood
Alan Arkin,Louise Fletcher
Alan Arkin,Shelley Winters
Alan Arkin,Valerie Perrine
Louise Fletcher,Shelley Winters
Louise Fletcher,Valerie Perrine
Shelley Winters,Valerie Perrine
Margaret Rutherford,Carol Reed
Eddie Albert,Mary Astor
Eddie Albert,Lew Ayres
Eddie Albert,Richard Barthelmess
Eddie Albert,Humphrey Bogart
Eddie Albert,Charles Chaplin
Eddie Albert,Gary Cooper
Eddie Albert,Jackie Cooper
Eddie Albert,Jeanne Crain
Eddie Albert,Olivia de Havilland
Eddie Albert,Cecil B. DeMille
Eddie Albert,Kirk Douglas
Eddie Albert,Marie Dressler
Eddie Albert,Irene Dunne
Eddie Albert,Stuart Erwin
Eddie Albert,Joan Fontaine
Eddie Albert,Clark Gable
Eddie Albert,Greta Garbo
Eddie Albert,Cary Grant
Eddie Albert,William Holden
Eddie Albert,Walter Huston
Eddie Albert,Sam Jaffe
Eddie Albert,Hope Lange
Eddie Albert,Charles Laughton
Eddie Albert,Mervyn LeRoy
Eddie Albert,Carole Lombard
Eddie Albert,Victor McLaglen
Eddie Albert,Adolphe Menjou
Eddie Albert,Frank Morgan
Eddie Albert,Mary Pickford
Eddie Albert,Donna Reed
Eddie Albert,Debbie Reynolds
Eddie Albert,George Seaton
Eddie Albert,Norma Shearer
Eddie Albert,George Stevens
Eddie Albert,Lewis Stone
Eddie Albert,Margaret Sullavan
Eddie Albert,Spencer Tracy
Eddie Albert,John Wayne
Eddie Albert,Jane Wyman
Mary Astor,Lew Ayres
Mary Astor,Richard Barthelmess
Mary Astor,Humphrey Bogart
Mary Astor,Charles Chaplin
Mary Astor,Gary Cooper
Mary Astor,Jackie Cooper
Mary Astor,Jeanne Crain
Mary Astor,Olivia de Havilland
Mary Astor,Cecil B. DeMille
Mary Astor,Kirk Douglas
Mary Astor,Marie Dressler
Mary Astor,Irene Dunne
Mary Astor,Stuart Erwin
Mary Astor,Joan Fontaine
Mary Astor,Clark Gable
Mary Astor,Greta Garbo
Mary Astor,Cary Grant
Mary Astor,William Holden
Mary Astor,Walter Huston
Mary Astor,Sam Jaffe
Mary Astor,Hope Lange
Mary Astor,Charles Laughton
Mary Astor,Mervyn LeRoy
Mary Astor,Carole Lombard
Mary Astor,Victor McLaglen
Mary Astor,Adolphe Menjou
Mary Astor,Frank Morgan
Mary Astor,Mary Pickford
Mary Astor,Donna Reed
Mary Astor,Debbie Reynolds
Mary Astor,George Seaton
Mary Astor,Norma Shearer
Mary Astor,George Stevens
Mary Astor,Lewis Stone
Mary Astor,Margaret Sullavan
Mary Astor,Spencer Tracy
Mary Astor,John Wayne
Mary Astor,Jane Wyman
Lew Ayres,Richard Barthelmess
Lew Ayres,Humphrey Bogart
Lew Ayres,Charles Chaplin
Lew Ayres,Gary Cooper
Lew Ayres,Jackie Cooper
Lew Ayres,Jeanne Crain
Lew Ayres,Olivia de Havilland
Lew Ayres,Cecil B. DeMille
Lew Ayres,Kirk Douglas
Lew Ayres,Marie Dressler
Lew Ayres,Irene Dunne
Lew Ayres,Stuart Erwin
Lew Ayres,Joan Fontaine
Lew Ayres,Clark Gable
Lew Ayres,Greta Garbo
Lew Ayres,Cary Grant
Lew Ayres,William Holden
Lew Ayres,Walter Huston
Lew Ayres,Sam Jaffe
Lew Ayres,Hope Lange
Lew Ayres,Charles Laughton
Lew Ayres,Mervyn LeRoy
Lew Ayres,Carole Lombard
Lew Ayres,Victor McLaglen
Lew Ayres,Adolphe Menjou
Lew Ayres,Frank Morgan
Lew Ayres,Mary Pickford
Lew Ayres,Donna Reed
Lew Ayres,Debbie Reynolds
Lew Ayres,George Seaton
Lew Ayres,Norma Shearer
Lew Ayres,George Stevens
Lew Ayres,Lewis Stone
Lew Ayres,Margaret Sullavan
Lew Ayres,Spencer Tracy
Lew Ayres,John Wayne
Lew Ayres,Jane Wyman
Richard Barthelmess,Humphrey Bogart
Richard Barthelmess,Charles Chaplin
Richard Barthelmess,Gary Cooper
Richard Barthelmess,Jackie Cooper
Richard Barthelmess,Jeanne Crain
Richard Barthelmess,Olivia de Havilland
Richard Barthelmess,Cecil B. DeMille
Richard Barthelmess,Kirk Douglas
Richard Barthelmess,Marie Dressler
Richard Barthelmess,Irene Dunne
Richard Barthelmess,Stuart Erwin
Richard Barthelmess,Joan Fontaine
Richard Barthelmess,Clark Gable
Richard Barthelmess,Greta Garbo
Richard Barthelmess,Cary Grant
Richard Barthelmess,William Holden
Richard Barthelmess,Walter Huston
Richard Barthelmess,Sam Jaffe
Richard Barthelmess,Hope Lange
Richard Barthelmess,Charles Laughton
Richard Barthelmess,Mervyn LeRoy
Richard Barthelmess,Carole Lombard
Richard Barthelmess,Victor McLaglen
Richard Barthelmess,Adolphe Menjou
Richard Barthelmess,Frank Morgan
Richard Barthelmess,Mary Pickford
Richard Barthelmess,Donna Reed
Richard Barthelmess,Debbie Reynolds
Richard Barthelmess,George Seaton
Richard Barthelmess,Norma Shearer
Richard Barthelmess,George Stevens
Richard Barthelmess,Lewis Stone
Richard Barthelmess,Margaret Sullavan
Richard Barthelmess,Spencer Tracy
Richard Barthelmess,John Wayne
Richard Barthelmess,Jane Wyman
Humphrey Bogart,Charles Chaplin
Humphrey Bogart,Gary Cooper
Humphrey Bogart,Jackie Cooper
Humphrey Bogart,Jeanne Crain
Humphrey Bogart,Olivia de Havilland
Humphrey Bogart,Cecil B. DeMille
Humphrey Bogart,Kirk Douglas
Humphrey Bogart,Marie Dressler
Humphrey Bogart,Irene Dunne
Humphrey Bogart,Stuart Erwin
Humphrey Bogart,Joan Fontaine
Humphrey Bogart,Clark Gable
Humphrey Bogart,Greta Garbo
Humphrey Bogart,Cary Grant
Humphrey Bogart,William Holden
Humphrey Bogart,Walter Huston
Humphrey Bogart,Sam Jaffe
Humphrey Bogart,Hope Lange
Humphrey Bogart,Charles Laughton
Humphrey Bogart,Mervyn LeRoy
Humphrey Bogart,Carole Lombard
Humphrey Bogart,Victor McLaglen
Humphrey Bogart,Adolphe Menjou
Humphrey Bogart,Frank Morgan
Humphrey Bogart,Mary Pickford
Humphrey Bogart,Donna Reed
Humphrey Bogart,Debbie Reynolds
Humphrey Bogart,George Seaton
Humphrey Bogart,Norma Shearer
Humphrey Bogart,George Stevens
Humphrey Bogart,Lewis Stone
Humphrey Bogart,Margaret Sullavan
Humphrey Bogart,Spencer Tracy
Humphrey Bogart,John Wayne
Humphrey Bogart,Jane Wyman
Charles Chaplin,Gary Cooper
Charles Chaplin,Jackie Cooper
Charles Chaplin,Jeanne Crain
Charles Chaplin,Olivia de Havilland
Charles Chaplin,Cecil B. DeMille
Charles Chaplin,Kirk Douglas
Charles Chaplin,Marie Dressler
Charles Chaplin,Irene Dunne
Charles Chaplin,Stuart Erwin
Charles Chaplin,Joan Fontaine
Charles Chaplin,Clark Gable
Charles Chaplin,Greta Garbo
Charles Chaplin,Cary Grant
Charles Chaplin,William Holden
Charles Chaplin,Walter Huston
Charles Chaplin,Sam Jaffe
Charles Chaplin,Hope Lange
Charles Chaplin,Charles Laughton
Charles Chaplin,Mervyn LeRoy
Charles Chaplin,Carole Lombard
Charles Chaplin,Victor McLaglen
Charles Chaplin,Adolphe Menjou
Charles Chaplin,Frank Morgan
Charles Chaplin,Mary Pickford
Charles Chaplin,Donna Reed
Charles Chaplin,Debbie Reynolds
Charles Chaplin,George Seaton
Charles Chaplin,Norma Shearer
Charles Chaplin,George Stevens
Charles Chaplin,Lewis Stone
Charles Chaplin,Margaret Sullavan
Charles Chaplin,Spencer Tracy
Charles Chaplin,John Wayne
Charles Chaplin,Jane Wyman
